1796616703,The dinner,"Nov 01, 2016",az,Ibrahim Niftiyev,liked it,"Digər yazılarım üçün - https://niftiyevibrahim.blogspot.com/Bir yay axşamı Amstredamın elit restoranlarının birində görüşən iki ailə. Ləziz yeməklərin və yemək ləvazimatlarının zərif cingilti sədaları altında bayramların mənasızlığı və işləməyin banallığı haqqında söhbətlər gedir. Əslində isə deyilən hər bir boş söz və saxta təbəssümlər dəhşətli münaqişəni maskalayır. Hər iki ailənin də 15 yaşı oğlu var. Bu oğlanlar dəhşətli bir iş görərək video kameraya çəkmiş və beləliklə də özlərini və ailələrini təhlükə altına atmışlar. Bütün bunlar sadə bir nahar ərzində üzə çıxır, lakin ailələr öz sevdiklərini necə müdafiə edəcəklərini də yaxşı bacarırlar. Hətta bunun üçün bir-birilərinə zərər vurmalı olsalar belə...""Nahar"" çox yaxşı süjet xəttinə malik olan və elə yaxşı bir nahar kimi ləziz romandır. Bəyənmədiyim cəhətləri haqqında sonra danışacam, hal-hazırda isə bəzi əsas xüsusiyyətləri və şəxsən mənim hansı səbəbdən xoşuma gəldiyini qeyd edəcəm. Serj və Pol qardaşları öz ailələri ilə birlikdə möhtəşəm restoranların birində görüşürlər ki, oğlanları Rik və Mişelin düşdüyü çətin vəziyyəti müzakirə etsinlər. Halbuki, bu müzakirə uşaqların problemlərini həll etməkdən savayı həm də Serjlə Polun arasında olan soyuq ixtilafı alışdırır və bir çox həqiqətləri işıq üzünə çıxarır. Serj Hollandiyanın yeni baş naziri olmağa çalışan siyasi fiqurdur, Pol isə işsiz qalmış keçmiş orta məktəb müəllimidir. Digər tərəfdən Serj və Pol qarşıdurmasında Pol üsyankar birisidir. Burda xəfif ədəbi metafora ilə də qarşılaşırıq: siyasiləşmiş qardaşa qarşı öz etirazını bildirən digər qardaş. Maraqlar toqquşması və subyektiv həqiqətlərin mübarizəsi və s.Ümumiyyətlə düşünürəm ki, bəzi kitabların ağır ədəbi atmosferini qovmaq, ədəbi stressi və depresiyanı azaltmaq baxımından belə romanların əhəmiyyəti heç də az deyil. Vaxtilə Emi Homsun ""Bu kitab həyatınızı xilas edəcək"", Elif Şəfəqin ""Ərəf"" və ""Bit Palas"" kimi romanlarını məni oxumağa vadar edən məhz qeyd etdiyim kimi, müəyyən kiçik və özünəməxsus bədii istirahətin təşkil edilməsi olub. Belə kitablar əgər axıcılıq və təhkiyə baxımından çox şey söz verə bilirsə, əsas məqsədə çatmaqda böyük işlər görüldüyünü demək olar. İndiki halda ""Nahar"" çox gözəl təhkiyə tərzinə, maraqlı obrazlara və yaxşı zaman-məkan balansına malik olan populyar ədəbiyyat nümunəsidir. Real dünya ilə uzlaşma baxımından da romanı uğurlu hesab etmək olar. Yazıçı əsas obrazların zəifliklərini və eqozimini təsvir etməkdə uğurlu nəticələr əldə edib. Müəyyən fəlsəfi mövzuların müxtəlif obrazların dili ilə təhlil edilməsi, sosial problemlərin işıqlandırılması və ədalətsizlik haqqında deyilənlər kitabın müəyyən əxlaqi ismarıclar ötürdüyünü sübut edir və bunu edərkən maraqlı format vasitəsi ilə reallaşdırır. Bu format getdikcə qaranlıqlaşan tunelə bənzədilə bilər və romanda hər şey sadə və birbaşa, düz oxucunun üzünə deyilir. Sadəcə yazıçını üçün mövcud olan müəyyən zaman və məkan məhdudiyyəti, nahardan qeyri səhnələrin xatirələrin nəqli formasından yazılmasını labüd edib. Maraqlıdır ki, bu məqam olduqca balanslı alınıb və bəzən oxucu oxuduqlarının obrazların xatirələrinin olduğunu, yoxsa cari anda baş verdiyini unuda bilər. Səhnədən səhnəyə keçidlər bədii ədəbiyyatın ən meydan oxuyan maneəsi olsa da, ""Nahar"" bu baxımdan sınaqdan uğurla çıxıb. Əlbəttə ki, romanın obyektiv təhlili bizə həm də onun müəyyən mənfilərə sahib olduğunu və bəzi hallarda da bədii ədəbiyyat prinsiplərindən kənaraçıxmalarının varlığını göstərir. Müəyyən ümumi səhvlər sırasına məntiqi səhvləri, tərbiyəvi nəticələrin yoxluğu, bir çox bədii ədəbiyyat nümunəsinə xas olan tənqidin olmaması və səbəb-nəticə əlaqələrində olan zəif münasibətləri göstərmək olar. Bütün bu məqamlar yazıçının şəxsi ustalıq dərəcəsi ilə əlaqədar olan bir şeydir. Məsələn, biz bütün roman boyu valideynlərin övladlarını elə öz əməllərindən qorumaq cəhdlərini görürük. Bunu edərkən onlar heç bir tərbiyə prinsiplərini əsas almırlar. Onları hərəkətə gətirən yeganə stimul onların öz şəxsi eqoizmləri və maraqlarıdır. Halbuki, əslində tamam başqa dəyərlər çərçivəsində hərəkət etməli olduqları təsvir olunsa idi, daha maraqlı olardı. Yenə də bu mövcud olan milyonlarla davranış və qərarlardan birinin seçilərək dominantlaşdırılmasının təminidir və yazıçının özünəməxsus fikir ifadəsini əks etdirir. Hətta belə olan halda belə oxucu bu səhnələri izləyib müəyyən tərbiyəvi nəticə çıxara biləcək. Kitabda baş verən bəzi hadisələrin qınanmaması ola bilər bir ölkə kimi Hollandiyanın sahib olduğu və dəyər verdiyi prinsip və qayda-qanunları əks etdirir. Azadlıq və günahsızlıq kimi anlayışlara belə alternativ yanaşmaların formalaşdırılması cəmiyyət üçün gələcəkdə baha başa gələn bir şey ola bilər. Ehtiyatlı olmaq lazımdır desək də, görünür, Herman Kox yenilik etməyərək, sadəcə öz cəmiyyətinin əxlaqi-mənəvi dəyərlərini bütün dünyaya əks etdirib. Obrazların öz motivləri ilə əlaqə yarada bilməməsi və müəyyən abstrakt məqamlar, qeyd olunanlarla əlaqədar ola bilər. Yazıçının müəyyən manipulyasiyalar edərək hər şeyi daha da qəhrəmancasına etməsi bəzən obrazların mübaliğəli və qeyri-real davranışlarını və əsassız hərəkətlərini yaradıb. Absurd məqamlar əslində artıq müasir oxucular üçün yenilik olmamalıdır, amma onların varlığı bəzi oxucuları narahat edə bilər. Fərqi yoxdur, istər obrazlar arasında olsun, istərsə də romanın fundamental prinsipləri arasında, yazıçı tərəfindən ədəbi və məntiqi ziddiyətlərin yaradılması ani olaraq parlayan təhkiyəni formalaşdırır. Yazıçı belə məqamlarla ümid edir ki, o, nə isə daha ciddi və maraqlı, həyəcanverici yazı nümunəsinə imza atır. Obrazlarla birlikdə hərəkət etdikdə mən bəzən darıxırdım və bəzən də özümü çox narahat hiss edirdim. Hər nə qədər yuxarıda da qeyd etdiyim kimi romanı ədəbi istirahət məqsədi ilə oxusam da və müəyyən mənada və dərəcədə buna nail olsam da, yenə də hərdən hiss edirdim ki, mən qəribə boşluğa düşürəm. Buna baxmayaraq, çalışdım ki, romandan zövq ala bilim. Kitabın müəyyən yenilik xarakteri oldu. Bundan sonra isə populyar ədəbiyyatın daha yaxşı nümunələrini axtarıb tapmağa çalışacam. "
2727820178,The dinner,"Mar 01, 2019",id,Aravena,it was ok,"Jenis cerita yang awalnya tampak ibarat sebuah apel biasa, sebelum perlahan-lahan kulitnya terkupas dan menunjukkan isi yang sudah teramat busuk…Jujur, saya tidak begitu menikmati membaca buku ini. Dua bintang yang saya berikan itu pun adalah pembulatan ke atas dari satu setengah bintang, karena paling tidak, saya masih suka struktur narasi dan ide konfliknya. Ada rangkaian twist dan pembeberan informasi secara cerdik, sehingga pembaca jadi penasaran ingin mengetahui apa yang sebenarnya sudah terjadi dan bagaimana penyelesaiannya. Tapi eksekusinya menyebalkan.Saya paham kenapa gaya penuturannya (dari sudut pandang sang tokoh utama) harus dibuat seperti ini, tapi saya juga dibuat jemu oleh penokohan yang kian lama terasa kian memuakkan. Yang paling penting, saya benar-benar tidak suka cara penulisnya menjelaskan kesablengan tokoh-tokoh tertentu dan berbagai hal aneh yang terjadi sepanjang narasi melalui....(view spoiler)[.....plot device berupa semacam penyakit mental. Oke, jadi alasan itu memang praktis untuk menjelaskan kenapa berbagai tokoh berkelakuan seperti sosiopat/manusia amoral. Tidak bisa dipungkiri pula bahwa bisa saja di dunia nyata ada orang-orang seperti tokoh utama, istrinya, dan anaknya. Namun, konfliknya jadi kurang menarik. Dilema moral 'sampai sejauh apa orangtua akan melindungi anaknya' dan sifat dasar keegoisan manusia rasanya akan jadi lebih mengena tanpa harus bawa-bawa faktor penyakit mental.Sebab, faktor itu menghilangkan titik hubung ke pembaca, sehingga alih-alih pikiran ""wah, bagaimana ya kalau saya ada di posisi yang sama? Bisa saja saya juga melakukan hal yang mengerikan itu..."", jadinya lebih ke ""wah orang sakit mental itu seram ya...."" Saya pun jadi lebih malas mendalami psikologi dan tindak-tanduk para tokohnya, karena semua hal seakan bisa saja dijelaskan/dijustifikasi dengan alasan yang sama: ""Kenapa dia reaksinya begini?? Oh iya... kan dia 'sakit'.""Bukan berarti faktor penyakit/abnormalitas mental tidak boleh ada sama sekali, tapi saya lebih suka kalau disampaikannya secara implisit saja, atau tidak seeksplisit ini.  (hide spoiler)] Satu hal lagi: buku ini digadang-gadang sebagai ""Gone Girl versi Eropa"" dalam rangka pancingan demi pemasaran. Nah, saya benar-benar tidak menganjurkan penikmat Gone Girl membeli buku ini hanya atas dasar pernyataan itu, karena kemiripannya sebatas tema besar 'keluarga disfungsional' dan bagian saat (view spoiler)[tokoh protagonisnya tidak mendapat hukuman/konsekuensi atas tindak kriminal mereka hingga akhir cerita. Hal ini juga mirip dengan beberapa konsep film Woody Allen, seperti Match Point (*yang terang-terangan disinggung oleh para tokoh dalam buku ini). Dari segi gaya narasi dan tingkah polah tokoh utama, saya merasa buku ini paling mendekati American Psycho versi Eropa... suatu eksplorasi ruang gelap dan (a)moralitas seorang pria narsis bin obsesif yang hobi sekali meracau tentang berbagai hal-hal tidak penting. Jadi, anggaplah ini European Psycho, haha. (*patut dicatat bahwa menurut saya, eksekusi di sini lebih lemah ketimbang semua judul tersebut) (hide spoiler)]Pokoknya, ini buku yang cukup membuat saya penasaran, sesekali ngakak oleh kenyinyiran tokoh utama di awal cerita, dan menggumam ""whoa...!"" oleh beberapa adegan mengejutkan. Namun, sebatas itu saja."
2043954999,The dinner,"Jul 11, 2017",id,Fahri Rasihan,liked it,"Sesuai dengan judulnya, The Dinner memberikan nuansa makan malam yang mencekam. Dengan pembicaraan yang saling menyindir, Paul dan Serge pun saling serang. Mulai dari film yang baru mereka tonton hingga pembicaraan tentang anak-anak mereka. Buku ini sedikit mengingatkan saya dengan The Silent Wife, dimana cerita dan gaya bahasanya yang lambat serta bertele-tele. Dari segi kover, sebenarnya cukup menggambarkan isi ceritanya. Dengan gambar peralatan makan, seperti sendok, garpu, dan pisau serta latar berwarna hitam sudah sangat pas. Akan tetapi, sayang sekali gambar dua buah pion catur sedikit mengurangi estetika. Bercerita tentang kakak-beradik, yaitu Serge dan Paul yang memiliki anak bernama Rick dan Michel. Mereka sepakat untuk bertemu dan membahas kasus yang menimpa anak-anak mereka. Michel dan Rick secara tidak sengaja membunuh seorang wanita gelandangan. Serge yang merupakan calon Perdana Menteri, memutuskan untuk mengundurkan diri dan membongkar rahasia anaknya yang telah membunuh seseorang. Di satu sisi Paul merasa senang, karena kakaknya akan mundur sebagai calon Perdana Menteri, tapi di sisi lain, Paul juga merasa khawatir akan masa depan anaknya. Tokoh-tokoh yang terdapat di dalam buku ini tidak terlalu banyak. Tokoh utamanya adalah Paul yang sangat mencintai istrinya, Claire, dan anaknya, Michel, tapi memiliki 'masalah' di masa lalunya. Claire, istri Paul, merupakan seorang ibu yang sangat menyayangi anaknya dan rela melakukan apa pun untuk melindungi anaknya, Michel. Serge, calon Perdana Menteri, yang selalu menjaga image-nya. Terakhir ada Babette, istri Serge, seorang wanita berkelas yang ingin suaminya menjadi seorang Perdana Menteri. Selain itu ada juga tokoh-tokoh lainnya, seperti Michel, Rick, dan Beau. Alur ceritanya sangat lambat dan bertele-tele, karena terlalu banyak menggambarkan isi pikiran si tokoh utama. Alurnya sendiri menggunakan alur maju-mundur, yang menceritakan masa kini dan masa lalu tokoh utamanya. Cerita dimulai dari perjalanan Paul dan Claire menuju restoran untuk makan malam bersama Serge dan Babette hingga rencana Paul dan Claire untuk menghentikan niat Serge. Gaya bahasa yang digunakan rumit dan bertele-tele. Dengan narasi yang menjelaskan pemikiran-pemikiran tokoh utamanya, yang mungkin akab membuat sebagian pembaca merasa bosan. Sudut pandang yang digunakan adalah sudut pandang orang pertama, melalui tokoh Paul. Secara keseluruhan The Dinner cukup berhasil menghadirkan nuansa psychological thriller yang mencekam. Akan tetapi, sedikit disayangkan ceritanya berjalan dengan sangat lambat dan tidak terlalu kuat. Saya sendiri kurang begitu setuju jika novel ini disebut sebagai 'Gone Girl' versi Eropa, karena masih sangat jauh jika dibandingkan dengan Gone Girl. Namun untuk pembaca yang menyukai psychological thriller mungkin akan menyukai novel ini.Selengkapnya : https://www.facebook.com/notes/fahri-... "
2076088023,The dinner,"Jul 29, 2017",id,Teguh Affandi,liked it,"Belakangan memang saya sedang terlalu banyak baca dan nonton thriller, hingga sampai di satu titik yang membuatku jadi kurang asyik kalau thrillernya nggak spesial. Sebenarnya suka premisnya novel ini, apalagi thriller-nya tidak biasa. Tapi entah karena dibaca ketika sedang terlalu banyak berhubungan dengan thriller, makanya merasa kurang gitu. Tapi mungkin bila ada waktu akan diulangi lagi pembacaannya..."
2064759594,The dinner,"Jul 20, 2017",id,Hestia Istiviani,it was ok,"Resensi LengkapnyaPremisnya menarik. Itu yang membuat aku memutuskan untuk membaca buku ini. Bukan, bukan karena label ""Gone Girl versi Eropa"" yang ada di sampul bukunya. Misteri atas keluarga masing-masing memang menyeret kita kepada rasa untuk menyelesaikan segera. Ada aura bahwa kasus ini tidak sesederhana kelihatannya.Sayang, bukannya seperti Gone Girl yang ""gelap"" dan memiliki akhir mengagetkan plus menjengkelkan, semakin ke belakang, buku ini malah menjadi semakin drama. Bukan membuat bulu kuduk berdiri, melainkan malah membuat bosan. Bahkan aku memutuskan untuk baca cepat saja, karena detil yang aku rasa tidak begitu penting. Ketimbang disandingkan dengan Gilian Flynn, Herman Koch lebih cocok apabila dianggap seperti Paula Hawkins."
2045036393,The dinner,"Aug 03, 2017",id,Alfath R,really liked it,"Setelah membaca novel ini, saya teringat ‘Holy Mother’. Orangtua yang melindungi anaknya tanpa perlu memperhatikan norma yang berlaku dalam kehidupan. Jenis cerita yang membuat kehadiran detektif dan polisi tidak berguna. Ahah. Menarik, sekaligus meninggalkan rasa ‘campur aduk’ setelah selesai membacanya. Nah selanjutnya mari kita bahas hal-hal yang tidak disukai pembaca. :D‘The dinner’ ini mempunyai tiga bagian, seperti jamuan di sebuah restoran mahal. Ada sesi pembuka, inti, dan penutup. Secara keseluruhan cerita berpusat pada sebuah acara makan malam antara dua pasang suami isteri yang hendak membicarakan aib anak mereka. Sayangnya paparan selama makan malam tidak secepat bila kita sedang makan malam di dunia nyata. Yang membuat lama adalah beratnya mencerna apa yang dipikirkan oleh Paul; sang narator. Tidak sedikit kilas balik peristiwa mendukung apa yang menjadi bahan berpikirnya. Bayangkan.. seberapa massive-nya flashback dan proses berpikir Paul akan sesuatu selama ‘The Dinner’ berlangsung dalam dua atau tiga jam – andaikan sebuah jamuan dengan percakapan itu memakan waktu yang begitu lama - sedangkan saya sebagai pembaca memerlukan waktu jeda beberapa hari untuk mencerna apa yang selama ini Paul pikirkan. Mungkin inilah yang menyebabkan beberapa pembaca tidak menyukai novel ini. Apalagi kalau novel ini dibaca sekali duduk. :DSelain paparan yang menyebabkan pembaca bosan, ada kejadian yang menyudutkan satu karakter yang berbeda kewarganegaraan dengan para tokoh utama. Andai penulis mengambil satu karakter dari ras yang sama dengan karakter-karakter yang lain, mungkin novel ini akan lebih disukai. Ini adalah poin kedua yang tidak disukai sebagian pembaca. Rasist. Terakhir, hal yang kurang disukai pembaca adalah tidak adanya karakter yang pantas untuk disukai. Untuk bagian ini, saya tidak sependapat. Terlepas dari bagaimana tiap karakter tidak berlaku sesuai harapan sebagian pembaca – yang berbuat baik, panutan masyarakat, bersandar pada pihak berwenang, dsb – saya tetap bersimpati kepada Paul dan Claire. Terutama Claire, seorang ibu yang tetap menyayangi suami dan anaknya yang berbeda dari kebanyakan.Melihat usia penulis yang tidak muda, apapun bisa terjadi. Apalagi novel ini berlabel bestseller. Katakanlah saya bukan penggemar fanatik bestseller, tapi saya tetap meyakini ada sebagian tertentu pembaca yang menyatakan novel ini bagus. Bisa saja penulis tidak sekedar menggabung-gabungkan karakter ciptaannya dalam cerita, tapi memang berupaya menyampaikan pesan tersembunyi di dalamnya. Salah satunya adalah ulasan tentang bagaimana masyarakat Belanda – negara asal penulis novel ini – terhadap sebagian masyarakat dunia tersaji dalam novel ini. Warga Belanda tidak terlalu di terima oleh masyarakat Prancis di suatu daerah tertentu dapat kita baca mulai dari bab 12. Bila ini memang benar adanya, tak menutup kemungkinan bahwa sikap-sikap yang tak menyenangkan dalam cerita merupakan wujud sindiran penulis terhadap rekan sebangsanya."
3204037756,The dinner,"Feb 23, 2020",id,S. Shinta,really liked it,"""Gone Girl versi Eropa."" kata Wall Street Journal yang dikutip pada sampulnya. Blurbnya menarik banget bagian atasnya yakni MENU yang dibagi menjadi 4 tahap dari Minuman Pembuka sampai Hidangan Penutup. Sayang di bagian bawah tetap ada penjelasan detail tentang isi ceritanya. Padahal cukup bagian atas itu sudah bikin penasaran. Paul Lohman (dan istrinya, Claire) makan malam bersama kakaknya, Serge Lohman (bersama istrinya, Babette). Paul ini pria biasa, sementara Serge adalah politisi yang sedang naik daun. Lokasi makan malamnya sebuah restoran mewah yang harga makanan/minumannya tak masuk akal dan daftar tunggunya saja sampai tiga bulan. Tapi tentu saja kalau Serge yang memesan, satu hari sebelumnya pun bisa dapat meja. Pada sepanjang malam itulah terkuak sedikit demi sedikit ceritanya. Alasan mereka makan malam bersama, latar belakang kedua keluarga dan kualitas hubungan mereka, sampai pada kilas balik tentang hal-hal mengejutkan yang mustahil terjadi pada keluarga yang tampak ""bahagia"" seperti mereka. Semakin jauh mendekati akhir semakin mengagetkan fakta yang terkuak (apalagi kejadian yang ada pada akhir acara makan malam itu, gubrak!). Menariknya, ini thriller pertama dari penulis Belanda yang kubaca. Lalu isu yang diangkat menurutku unik karena terkait keluarga. Yang aku kurang suka cuma gaya narasi si tokoh Paul ini yang dibuat sering gamau nyebutin sesuatu, misal ""Aku tidak akan memberi tahu ke restoran mana karena selanjutnya akan banyak orang datang untuk melihat apakah kami berada di sana."" Atau hal 234, ""Aku tidak akan menceritakan yang diderita Claire, tidak di sini, aku menganggapnya masalah pribadi."" Diih .. Lalu, ""Aku tidak akan menyebutkan nama rumah sakit tempat Claire dirawat."" Hihihi. Oke deeh ... Aku tetap suka buku ini karena gaya penceritaannya yang tidak biasa dan pengetahuan-pengetahuan soal makanan dan minuman yang aneh-aneh. Meski demikian, aku ga sepakat dengan endorsement yang kukutip di awal. Soalnya, Gone Girl itu lebih sadis dan berdarah-darah."
2629164172,The dinner,"Dec 17, 2018",id,Nur,really liked it,"Ini kovernya bagus; bikin tertarik baca. Dan, blurb di belakang buku ini melakukan tugasnya dengan baik (bikin aku penasaran, sehingga pada akhirnya aku beli ini).Ini buku yang setelah selesai kubaca membuatku sedikit banyak merenungkan soal manusia. Pikiran itu tak hilang-hilang beberapa hari setelah menyelesaikan buku ini. Bagaimana kita sangat (iya, sangat) pandai berpura-pura. Aku, kamu, mereka, setidaknya pernah mengenakan topeng dalam hidup ini. Dan mereka yang ada di dalam buku ini, sangat lihai menyembunyikan wajah asli mereka dibalik topeng. Semua kepura-puraan itu. Semua moral dan etika yang dipakai di atas meja makan. Bagaimana mungkin mereka masih bisa bersikap seperti manusia pada umumnya yang beretika di atas meja makan, dengan semua perbuatan ""itu"" yang sudah mereka lakukan. Aku sampai dibuat merinding membayangkannya. Apakah mereka benar-benar bersikap seakan-akan tidak ada yang salah dalam hidup mereka? Apa tidak ada perasaan bersalah sama sekali? Topeng seperti apa yang mereka kenakan sampai-sampai mereka bisa setenang itu makan di atas meja makan dan menikmati hidangan-hidangan yang tersaji. Di mana perasaan mereka sebagai.... Begitulah. *jadi terbawa emosi**tarik napas dalam-dalam*Aku tidak menyangka aku terhanyut cukup dalam pada buku ini. Padahal aku tidak punya ekspektasi yang terlalu berlebihan :"") Aku membeli buku ini hanya karena : (1) harganya yang diobral (2) kovernya bagus (3) blurb-nya menarik. Tapi ternyata buku ini menawarkan hal-hal lebih dari itu. Tentang orang tua, keluarga, kasih sayang, keluarga bahagia, rumor, bentuk dari mental illness, restoran, pikiran yang 'sakit', dan... obsesi. Sungguh sebuah buku yang (tidak aku sangka) menarik. [NR/18]"
2557496492,The dinner,"Oct 09, 2018",id,Aya,liked it,"100 halaman pertama, ga ada kejadian berarti, ga ada konflik apapun yang muncul. Tapi setelahnya pertanyaan mulai muncul akibat kejanggalan dan kejadian di hidup si tokoh utama ini. Narasinya pakai sudut pandang orang pertama, yang bisa dibilang ... aneh (setelah baca review dari beberapa orang, ternyata si tokoh utama ini punya kelainan/penyakit mental).Selain itu, gue kurang nyaman dengan perpindahan setting waktu di novel ini. Jelas sih perpindahannya, tapi kurang nyaman bagi gue. Selain itu, si tokoh utama ini terlalu banyak mikirin hal-hal yang menurut gue remeh.Misterinya bikin gue pengen terus baca. Ada sesuatu dari narasi cerita yang meskipun ga nyaman, tapi ketika gue taro buku ini untuk istirahat sebentar, ada perasaan penasaran, kenapa dan apa yang akan terjadi selanjutnya? Akan dibawa kemana cerita ini? Apakah pembaca akan langsung dikasih jawaban atau diputer-puter dulu (hampir tiga perempat buku ini memang muter-muter ceritanya).Ketika konfliknya mulai menanjak dan gue udah berpikir macem-macem tentang klimaksnya, ternyata ... ga terlalu mencengangkan. Tapi (lagi-lagi setelah baca penjelasan di review beberapa orang) ternyata di balik tindakan yang dilakukan keluarga ini, ada penyakit mental yang mendasarinya. Jadi kalau dipikir-pikir lagi, cerita ini memang tentang orang-orang 'sakit'."
1989670713,The dinner,"May 08, 2017",id,Earvin Putra,it was ok,"Yang bikin drop adalah sinopsisnya bagus, bikin penasaran dan berekspektasi lebih ternyata ceritanya jauh dibawah ekspektasi saya. Ditambah lagi endorsenya ""Gone Girl versi Eropa"", yang bikin naik banget harapan saya.Alur ceritanya maju terus mundur ke masa lalu lagi terus kembali ke masa kini lagi. Kadang penempatannya pas dengan ceritanya, kadang bikin kesel karena saat konfliknya mulai memanas tiba-tiba ada cerita flashback kejadian yang dialami si ""aku"" ini. Apalagi menjelang ending rasanya menyebalkan harus baca kejadian dahulu yang mungkin penting tapi rasanya jadi nggak penting karena penempatannya nggak sesuai. Kenapa nggak ditaruh di bagian awal sampai ke tengah supaya endingnya bener2 klimaks.Yang dialami si tokoh aku ini juga nggak dieksplor dengan baik. Sejak awal sih emang udah keliatan dia punya ""masalah"" tapi sampe akhirnya selesai nggak ada penjelasan lebih soal ""masalahnya"" itu.Dan masalah yang mereka perbincangkan di makan malam itu ternyata nggak sepanas yang di bayangkan. Cuma sekedar numpang lewat dan lalu masuk ke penyelesaian.Tadinya mau memberikan satu bintang saja buat buku ini, cuma saya menyukai endingnya yang cukup ""sakit jiwa""...2/5"
