https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,Published November 1st 2003 by Scholastic Inc,"Library Edition, Hardcover, 309 pages",J.K. Rowling,,English,"4.47 (6,155,406 ratings)"
https://www.goodreads.com/book/show/42844155-harry-potter-and-the-sorcerer-s-stone,Published December 8th 2015 by Pottermore Publishing,"Kindle Edition, 322 pages","J.K. Rowling, Olly Moss (Illustrator)",,English,"4.69 (17,241 ratings)"
https://www.goodreads.com/book/show/28757261-harry-potter-and-the-philosopher-s-stone,Published December 9th 2015 by Pottermore Publishing,"Reprint Edition, Kindle Edition, 345 pages","J.K. Rowling, Olly Moss (Illustrator)",,English,"4.61 (17,003 ratings)"
https://www.goodreads.com/book/show/22841994-harry-potter-and-the-philosopher-s-stone,Published September 1st 2014 by Bloomsbury,"Paperback, 332 pages",J.K. Rowling,1408855658 (ISBN13: 9781408855652),English,"4.69 (12,989 ratings)"
https://www.goodreads.com/book/show/21523103-harry-potter-and-the-philosopher-s-stone,Published September 1st 2014 by Bloomsbury,"Hardcover, 332 pages","J.K. Rowling, Jonny Duddle (Cover Illustrations), Tomislav Tomić (Map Illustration)",1408855895 (ISBN13: 9781408855898),English,"4.66 (7,544 ratings)"
https://www.goodreads.com/book/show/15868.Harry_Potter_y_la_piedra_filosofal,Published August 1999 by Salamandra,"27th edition, Hardcover, 254 pages","J.K. Rowling, Alicia Dellepiane Rawson (Translator), Dolores Avendaño (Illustrator)",8478886540 (ISBN13: 9788478886548),Spanish,"4.45 (11,502 ratings)"
https://www.goodreads.com/book/show/24548235-harry-potter-and-the-philosopher-s-stone,Published October 6th 2015 by Bloomsbury,"UK Illustrated Edition, Hardcover, 248 pages","J.K. Rowling, Jim Kay (Illustrator)",1408845644 (ISBN13: 9781408845646),English,"4.75 (9,299 ratings)"
https://www.goodreads.com/book/show/49774.Harry_Potter_and_the_Philosopher_s_Stone,Published June 26th 1997 by Scholastic,"Paperback, 223 pages",J.K. Rowling,1408845644 (ISBN13: 9781408845646),English,"4.60 (2,234 ratings)"
https://www.goodreads.com/book/show/24490481-harry-potter-and-the-sorcerer-s-stone,Published October 6th 2015 by Arthur A. Levine Books,"US Illustrated Edition , Hardcover, 248 pages","J.K. Rowling, Jim Kay (Illustrator)",0545790352 (ISBN13: 9780545790352),English,"4.86 (11,125 ratings)"
https://www.goodreads.com/book/show/28550610-harry-potter-and-the-sorcerer-s-stone,Published October 6th 2015 by Arthur A. Levine Books,"US Illustrated Edition, Hardcover, 248 pages","J.K. Rowling, Jim Kay (Illustrator)",0545790352 (ISBN13: 9780545790352),English,"4.86 (1,491 ratings)"
