https://www.goodreads.com/book/show/15797938-the-dinner,Published February 12th 2013 by Hogarth,"US/CAN, Hardcover, 292 pages","Herman Koch, Sam Garrett (Translator)",0770437850 (ISBN13: 9780770437855),English,"3.18 (82,703 ratings)"
https://www.goodreads.com/book/show/40718205-the-dinner,Published February 12th 2013 by Hogarth,"Kindle Edition, 306 pages",Herman Koch,0770437850 (ISBN13: 9780770437855),English,"3.24 (9,413 ratings)"
https://www.goodreads.com/book/show/6279562-het-diner,Published January 2009 by Anthos,"Hardcover, 300 pages",Herman Koch,9041413685 (ISBN13: 9789041413680),Dutch,"3.29 (9,784 ratings)"
https://www.goodreads.com/book/show/17878613-the-dinner,Published November 5th 2013 by Hogarth,"Paperback, 310 pages",Herman Koch,9041413685 (ISBN13: 9789041413680),English,"3.20 (5,534 ratings)"
https://www.goodreads.com/book/show/20510036-the-dinner,Published February 12th 2013 by Hogarth,"Kindle Edition, 306 pages","Herman Koch, Sam Garrett (Translator)",9041413685 (ISBN13: 9789041413680),English,"3.37 (6,592 ratings)"
https://www.goodreads.com/book/show/16033852-the-dinner,Published August 1st 2012 by Atlantic Books,"Kindle Edition, 352 pages",Herman Koch,9041413685 (ISBN13: 9789041413680),English,"3.49 (1,094 ratings)"
https://www.goodreads.com/book/show/9673614-la-cena,Published 2010 by Neri Pozza,"Bloom, Paperback, 286 pages","Herman Koch, Giorgio Testa (Translator)",8854504009 (ISBN13: 9788854504004),Italian,3.56 (781 ratings)
https://www.goodreads.com/book/show/33517723-the-dinner,Published March 28th 2017 by Hogarth Press,"Movie Tie-In Edition, Paperback, 311 pages",Herman Koch,0804190097 (ISBN13: 9780804190091),English,3.26 (173 ratings)
https://www.goodreads.com/book/show/15764465-the-dinner,Published August 1st 2012 by Atlantic Books,"Paperback, 311 pages","Herman Koch, Sam Garrett (Translator)",1848873824 (ISBN13: 9781848873827),English,3.35 (733 ratings)
https://www.goodreads.com/book/show/20583652,Published 2014 by العربي للنشر والتوزيع,"Paperback, 288 pages","Herman Koch, محمد عثمان خليفة (translator)",1848873824 (ISBN13: 9781848873827),Arabic,3.20 (232 ratings)
https://www.goodreads.com/book/show/14059041-the-dinner,Published July 25th 2012 by Text,"Paperback, 309 pages",Herman Koch,192175852X (ISBN13: 9781921758522),English,3.33 (465 ratings)
https://www.goodreads.com/book/show/10599618-het-diner,Published 2010 by Anthos,"Paperback, 301 pages",Herman Koch,904141651X (ISBN13: 9789041416513),Dutch,3.32 (381 ratings)
https://www.goodreads.com/book/show/17992719-the-dinner,Published 2013 by Atlantic Books,"Paperback, 309 pages","Herman Koch, Sam Garrett (Translator)",1848873832 (ISBN13: 9781848873834),English,3.14 (354 ratings)
https://www.goodreads.com/book/show/17407977-the-dinner,Published 2013 by AudioGo,"Audiobook, 9 pages","Herman Koch, Sam Garrett (Translator), Clive Mantle (Narrator)",9780792796831,English,3.09 (401 ratings)
https://www.goodreads.com/book/show/23252034,Published September 15th 2014 by Колибри,"Paperback, 296 pages","Herman Koch, Херман Кох, Мария Енчева (Translator)",9786191503636,Bulgarian,3.60 (322 ratings)
https://www.goodreads.com/book/show/43208124-the-dinner,Published 2013 by Hogarth,"Extra Libris, First Paperback Edition, Paperback, 310 pages","Herman Koch, Sam Garrett (Translator)",0385346859 (ISBN13: 9780385346856),English,3.34 (233 ratings)
https://www.goodreads.com/book/show/15842015-the-dinner,Published February 12th 2013 by Hogarth,"ebook, 304 pages",Herman Koch,0385346859 (ISBN13: 9780385346856),English,3.27 (299 ratings)
https://www.goodreads.com/book/show/17428587-the-dinner,Published June 26th 2013 by Thorndike Press,"Hardcover, 407 pages","Herman Koch, Sam Garrett (Translator)",1410459292 (ISBN13: 9781410459299),English,3.25 (167 ratings)
https://www.goodreads.com/book/show/17369917-the-dinner,Published February 12th 2013 by Hogarth,"Kindle Edition, 304 pages",Herman Koch,1410459292 (ISBN13: 9781410459299),English,3.23 (330 ratings)
https://www.goodreads.com/book/show/19126446-the-dinner,Published June 18th 2014 by Not Avail,"ebook, 345 pages","Herman Koch, Sam Garrett (Translator)",1921921528 (ISBN13: 9781921921520),English,3.38 (322 ratings)
https://www.goodreads.com/book/show/15790079-the-dinner,Published August 1st 2012 by Atlantic Books,"Mass Market Paperback, 309 pages","Herman Koch, Sam Garrett (Translator)",0857897209 (ISBN13: 9780857897206),English,3.39 (180 ratings)
https://www.goodreads.com/book/show/11394872-la-cena,Published September 23rd 2010 by Salamandra,"Paperback, 288 pages","Herman Koch, Marta Arguilé Bernal (Translator)",849838303X (ISBN13: 9788498383034),Spanish,3.65 (223 ratings)
https://www.goodreads.com/book/show/9458910-angerichtet,Published by Kiepenheuer & Witsch,"Hardcover, 336 pages","Herman Koch, Heike Bargya (Übersetzer)",3462041835 (ISBN13: 9783462041835),German,3.45 (199 ratings)
https://www.goodreads.com/book/show/23516752-ve-era,"Published November 2014 by Znanje, Zagreb","Hardcover, 264 pages","Herman Koch, Mate Maras (Translator)",9789533430867,Croatian,3.16 (201 ratings)
https://www.goodreads.com/book/show/18283219,Published 2013 by Азбука-Аттикус,"ebook, 220 pages","Herman Koch, Герман Кох",9785389064690,Russian,3.50 (185 ratings)
https://www.goodreads.com/book/show/15705888-illallinen,Published 2012 by Siltala,"Hardcover, 340 pages","Herman Koch, Sanna van Leeuwen (Goodreads Author) (Translator)",9522340901 (ISBN13: 9789522340900),Finnish,3.35 (163 ratings)
https://www.goodreads.com/book/show/13600689-la-cena,Published May 13th 2011 by Beat,"Paperback, 255 pages","Herman Koch, Giorgio Testa (Translator)",8865590017 (ISBN13: 9788865590010),Italian,3.34 (146 ratings)
https://www.goodreads.com/book/show/28755462-vakarien,Published 2015 by Baltos lankos,"Hardcover, 304 pages","Herman Koch, Aušra Gudavičiūtė (Translator)",9789955238386,Lithuanian,3.27 (157 ratings)
https://www.goodreads.com/book/show/16073029-the-dinner,Published February 12th 2013 by AudioGO,"Audio CD, 8 pages","Herman Koch, Clive Mantle (Narrator)",1620645912 (ISBN13: 9781620645918),English,3.46 (113 ratings)
https://www.goodreads.com/book/show/20658985,Published November 26th 2013 by Μεταίχμιο,"Paperback, 307 pages","Herman Koch, Μαρία Αγγελίδου (Translator)",9789605662639,"Greek, Modern (1453-)",3.17 (129 ratings)
https://www.goodreads.com/book/show/18591167-o-jantar,Published May 2nd 2012 by Intrínseca,"1ª, Paperback, 256 pages","Herman Koch, Alexandre Martins (Tradutor)",8580574188 (ISBN13: 9788580574180),Portuguese,3.23 (130 ratings)
https://www.goodreads.com/book/show/13550425-la-cena,Published February 2nd 2012 by Salamandra,"Paperback, 288 pages","Herman Koch, Marta Arguilé Bernal (translator)",8498384265 (ISBN13: 9788498384260),Spanish,3.79 (128 ratings)
https://www.goodreads.com/book/show/34452157-the-dinner,Published July 3rd 2017 by Text Publishing,"Paperback, 320 pages",Herman Koch,9781925498578,English,3.60 (15 ratings)
https://www.goodreads.com/book/show/25264915-cina,Published April 2015 by Polirom,"Paperback, 304 pages","Herman Koch, Gheorghe Nicolaescu (translator)",9734642022 (ISBN13: 9789734642021),Romanian,3.77 (73 ratings)
https://www.goodreads.com/book/show/24012497-het-diner,Published October 31st 2009 by Ambo|Anthos,"Kindle Edition, 300 pages",Herman Koch,9734642022 (ISBN13: 9789734642021),Dutch,3.76 (90 ratings)
https://www.goodreads.com/book/show/11502984-angerichtet,Published November 17th 2011 by Kiepenheuer & Witsch,"Paperback, 310 pages","Herman Koch, Heike Baryga",3462043471 (ISBN13: 9783462043471),German,3.64 (66 ratings)
https://www.goodreads.com/book/show/23263745-het-diner,Published 2013 by Roman | Anthos,"Paperback, 300 pages",Herman Koch,9789041424983,Dutch,3.21 (77 ratings)
https://www.goodreads.com/book/show/17164037-ak-am-yeme-i,Published September 2012 by Doğan Kitap,"Paperback, 272 pages","Herman Koch, Burcu Duman (Translator)",9786050909289,Turkish,3.38 (48 ratings)
https://www.goodreads.com/book/show/9407665-het-diner,Kindle Edition,,Herman Koch,9786050909289,Dutch,3.10 (30 ratings)
https://www.goodreads.com/book/show/17340380-le-d-ner,Published January 3rd 2013 by 10/18,"Mass Market Paperback, 360 pages","Herman Koch, Isabelle Rosselin (Translator)",2264057815 (ISBN13: 9782264057815),French,3.28 (64 ratings)
https://www.goodreads.com/book/show/13643182-middagen,Published 2011 by Pax,"Hardcover, 298 pages",Herman Koch,9788253034126,Norwegian,3.42 (62 ratings)
https://www.goodreads.com/book/show/25645519-o-jantar,Published June 3rd 2015 by Alfaguara,"Paperback, 304 pages",Herman Koch,9789898775511,Portuguese,3.28 (60 ratings)
https://www.goodreads.com/book/show/12092228-het-diner,Published October 31st 2009 by Anthos,"ebook, 238 pages",Herman Koch,9789041414540,Dutch,3.10 (58 ratings)
https://www.goodreads.com/book/show/28670073-herman-koch-leest-het-diner,Published May 2009 by Rubinstein,"Unabridged, Audio CD, 8 pages",Herman Koch,9047606973 (ISBN13: 9789047606970),Dutch,3.51 (49 ratings)
https://www.goodreads.com/book/show/44076518-vakari-as,Published February 15th 2019 by Jāņa Rozes apgāds,"Hardcover, 256 pages","Herman Koch, Hermans Kohs, Ilmārs Zvirgzds (translator)",9789984236940,Latvian,3.83 (41 ratings)
https://www.goodreads.com/book/show/10801417-het-diner,Published July 1st 2010 by Dwarsligger,"Dwarsligger #55, Dwarsligger, 497 pages",Herman Koch,9049800475 (ISBN13: 9789049800475),Dutch,3.46 (48 ratings)
https://www.goodreads.com/book/show/16447391-the-dinner,Published August 1st 2012 by Atlantic Books (UK),"ebook, 239 pages","Herman Koch, Sam Garrett (Translation)",1848873867 (ISBN13: 9781848873865),English,3.35 (52 ratings)
https://www.goodreads.com/book/show/22596199-the-dinner,Published November 20th 2013 by Text Publishing Company,"Paperback, 309 pages","Herman Koch, Sam Garrett (translator)",9781922147561,English,3.48 (31 ratings)
https://www.goodreads.com/book/show/26853796-htus-k,Published 2015 by Pegasus,"Paperback, 304 pages","Herman Koch, Kerti Tergem (Translator)",9789949550661,Estonian,3.25 (44 ratings)
https://www.goodreads.com/book/show/24896141,Published November 8th 2014 by Colibri Publishers,"Kindle Edition, 236 pages","Herman Koch, Херман Кох, Мария Енчева (Translator)",9789949550661,Bulgarian,3.51 (37 ratings)
https://www.goodreads.com/book/show/20632020-la-cena,Published August 3rd 2012 by Ediciones Salamandra,"Kindle Edition, 288 pages",Herman Koch,9789949550661,Spanish,3.67 (39 ratings)
https://www.goodreads.com/book/show/35066952-the-dinner,Published April 2017 by Bentang Pustaka,"Paperback, 356 pages",Herman Koch,9786022912408,Indonesian,2.94 (31 ratings)
